LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO,,,,Month,Year,Date,MONTHLY_TEMPERATURE_CALGARY,MONTHLY_TEMPERATURE_VANCOUVER,MONTHLY_TEMPERATURE_WINNIPEG,MONTHLY_TEMPERATURE_TORONTO,MONTHLY_PRECIPITATION_CALGARY,MONTHLY_PRECIPITATION_VANCOUVER,MONTHLY_PRECIPITATION_WINNIPEG,MONTHLY_PRECIPITATION_TORONTO,,,,Year,Date,YEARLY_TEMPERATURE_CALGARY,YEARLY_TEMPERATURE_VANCOUVER,YEARLY_TEMPERATURE_WINNIPEG,YEARLY_TEMPERATURE_TORONTO,YEARLY_PRECIPITATION_CALGARY,YEARLY_PRECIPITATION_VANCOUVER,YEARLY_PRECIPITATION_WINNIPEG,YEARLY_PRECIPITATION_TORONTO
8/24/1946,13.9,16.4,19.7,15.6,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/1946,12.5,15.6,21.1,16.4,0.5,0,11.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/1946,10.6,16.7,17.2,16.9,11.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/1946,8.4,16.2,12,17.2,3.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/1946,9.5,18.7,10.8,21.1,0,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/1946,11.4,18.7,17,12.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/1946,13.1,16.7,17.5,14.2,0,0.3,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/1946,13.9,17,15.6,17.8,0,9.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/1946,13.9,17.5,7.2,17.5,0,0,0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/1946,17,18.9,7.5,11.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/1946,17.3,15.6,14.2,10.6,1.5,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/1946,10.6,16.7,18.7,11.1,18.8,2.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/1946,5,15.9,15,14.8,11.7,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/1946,3.9,16.2,9.5,20.6,4.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/1946,7,14.2,10,22.3,0.8,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/1946,10.8,14.2,8.4,14.2,0,0,0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/1946,12.5,14.8,10.9,19.5,0,0,0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/1946,14.8,16.9,12.2,20.8,0,0,0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/1946,15,15.9,10.6,16.1,0,5.3,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/1946,17.2,15.8,14.5,8.6,0,1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/1946,18.1,15.3,20.6,10.8,0,9.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/1946,16.4,14.7,21.9,12.8,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/1946,12.3,13.9,22.5,13.9,2,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/1946,8.1,12,25,18.6,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/1946,7.8,13.6,21.4,20.8,0.3,0,14.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/1946,10.3,12.2,12.5,22.5,0,0,21.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/1946,12,13.1,11.7,20.3,0,0,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/1946,15,15,10.9,18.4,0.3,0,0.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/1946,7.5,14.2,13.9,18.9,0,0,2,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/1946,6.1,12.2,8.6,19.5,0,0,11.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/1946,10.3,15,5,20,0,0,2.3,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/1946,16.1,14.7,5,17,1.3,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/1946,7.5,12.5,12.5,14.2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/1946,7.2,11.4,8.9,15,0,0,16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/1946,7,11.1,6.7,15.9,2.8,0,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/1946,5.6,12.8,7,18.9,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/1946,10.6,13.9,6.4,14.2,0,6.6,0,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/1946,14.7,13.9,10.6,9.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/1946,8.6,11.2,14.5,6.1,3.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/1946,4.2,13.1,18.1,11.1,11.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/1946,3.3,9.5,10.9,14.7,0,1.5,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/1946,4.5,11.4,7,17.3,0.3,4.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/1946,3.1,8.1,6.1,16.2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/1946,1.4,10.6,2.8,17.8,0,7.4,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/1946,3.3,11.7,2,18.9,0,4.8,5.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/1946,5.9,10.9,3.7,9.7,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/1946,4.5,10.3,7.2,12.5,0,0,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/1946,2.8,8.6,6.9,13.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/1946,9.2,8.1,-2.2,16.1,0,0,0.5,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/1946,7.5,10.3,-3.1,8.4,0,0,0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/1946,5.9,8.7,-1.7,6.7,3,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/1946,-1.7,10.3,1.1,8.1,1,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/1946,-0.6,7.8,2.5,11.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/1946,4.5,6.7,0,14.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/1946,4.8,7.5,5.6,7,0,0,0,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/1946,6.4,8.3,2.5,5.6,0,6.4,0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/1946,6.7,9.7,3.6,6.4,0,16.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/1946,8.1,11.4,10,4.2,0,6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/1946,6.1,8.6,8.4,7.3,0,10.7,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/1946,5.9,10.3,8.6,8.7,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/1946,5,5.9,9.2,11.1,0,26.2,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/1946,7.2,10.3,4.8,12.2,1.5,1.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/1946,0.6,9.2,3.9,14.2,5.1,0.3,0,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/1946,-4.2,5.6,-0.3,11.1,1.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/1946,-7.8,5,-0.3,14.8,0.5,0,10.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1946,-6.7,2.8,0.6,11.7,0,2.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/1946,-0.3,4.8,0.6,14.8,0,2,5.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1946,-1.9,1.4,-2,18.9,0,1,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1946,4.2,6.7,-2.5,10.6,0,13.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1946,-1.7,6.7,1.1,7.8,2.5,0,0,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/1946,-3.1,4.7,0,11.4,0,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/1946,4.5,6.1,-2.2,11.4,0,0,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/1946,7.3,6.7,0.6,8.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/1946,8.6,7.5,3.6,4.5,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/1946,8.4,7.5,6.4,8.7,2.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/1946,-0.3,5,1.7,7.5,0,0,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/1946,-2.5,2.8,-1.1,8.4,0.8,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/1946,-0.6,5.3,-3.1,7.8,1,8.9,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/1946,0.6,3.3,0,8.1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/1946,-1.4,2.5,0.9,8.3,0,0,0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/1946,4.5,3.3,1.4,5.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/1946,4.2,2.2,4.2,4.5,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/1946,0.3,1.4,3.4,4.5,2.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1946,-6.7,2.8,0,0.6,1.8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/1946,-12.5,4.2,-11.1,4.5,1.8,4.8,1.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/1946,-13.9,2.8,-11.7,3.1,5.3,8.9,4.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/1946,-20,0.3,-5.3,-0.6,7.6,5.1,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/1946,-23.4,-3.1,-13.1,3.7,2,0,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/1946,-27.2,-3.4,-12.5,3.6,0,0,1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/1946,-22,-1.9,-13.3,5,0,2.8,4.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/1946,-17,2,-18.1,0.6,0.8,23.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/1946,-13.1,4.5,-15,-0.3,5.3,5.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/1946,-14.7,5,-17.8,5.9,0.3,14.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/1946,-8.1,6.1,-15.6,5.3,0,10.2,2.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/1946,-13.1,5.6,-18.3,0.6,0.8,12.4,0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/1946,-15.9,8.6,-15.9,0.3,2,1,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/1946,-15.3,7.5,-16.7,1.1,0.5,9.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/1946,-8.6,5.9,-18.6,-1.4,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1946,-5,3.9,-17.8,1.4,0,0.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1946,-8.4,4.8,-19.7,-5.9,0,14.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/1946,-3.4,7.3,-12,-10,0,8.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/1946,-3.1,10,-7,-5.3,0,8.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/1946,-5,8.6,-7,0.9,0,11.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1946,1.2,7.2,-4.5,2.5,0,1.8,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/1946,-3.4,7,-2.3,6.7,0,16.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/1946,0,7.8,-4.5,5.3,0,4.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/1946,-5.6,4.2,-0.8,8.3,2.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/1946,-9.5,5.6,-4.5,10.3,0,15.5,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/1946,0,7.8,-9.7,9.5,3.8,14.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/1946,-11.4,5.9,-5.6,1.7,2.3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/1946,-18.9,2.3,-22,9.8,2.3,6.6,0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/1946,-22,2.8,-22.2,-2.5,0.3,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/1946,-21.7,3.7,-22.3,-6.1,0.8,3.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/1946,-20.6,3.3,-21.4,-4.8,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/1946,-18.4,-0.3,-21.7,-2.5,0,0,0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/1946,-11.4,-2.8,-20.6,-0.8,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/1946,-1.7,-0.9,-18.6,-7.8,0.8,3.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/1946,-0.3,2,-14.7,-7.8,0.5,1,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/1946,3.9,2.5,-9.5,-5.6,0,2,0.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/1946,0.3,3.6,-7.3,-3.1,2.5,9.1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/1946,-8.1,4.2,-4.8,-1.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/1946,-5.9,2,-13.1,0.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/1946,-0.6,-1.1,-15,-3.1,0,0,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/1946,4.2,0.3,-20.6,-4.2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/1946,-6.4,2.8,-22.5,-9.7,3.6,4.8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/1946,-23.4,1.9,-18.9,-7.3,0.8,0,1,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/1946,-18.6,-2.2,-24.2,-10.6,0.3,0,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1946,-15.3,-1.1,-27.5,-11.4,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1946,-10.3,-1.7,-28.1,-14.2,0,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1946,-6.9,0,-23.3,-11.7,3.3,4.1,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1947,-15.8,-3.1,-17.2,-13.3,0,0,0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/1947,-10.9,-5.3,-26.7,-8.1,0,0,0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/1947,-0.9,-4.5,-20.9,-8.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/1947,4.5,-5,-7,-12.8,0,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/1947,3.1,0.6,-15.6,-7.8,0,5.3,5.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/1947,-2,-1.4,-8.1,-7.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/1947,2,-1.1,-12.5,-3.6,0,0,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/1947,0.6,-1.7,-12.5,-5.6,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/1947,2.8,2,-8.6,-12.3,0,20.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/1947,1.1,4.5,-3.6,-5.8,1,5.8,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/1947,-4.5,2.2,-19.5,0.3,0,2.3,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/1947,-10,0.6,-15,-10.6,2.8,10.7,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/1947,-19.5,-3.4,-6.2,-5.8,3.6,11.7,12.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/1947,-17,-9.5,-9.5,1.7,0.5,0,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/1947,-12.8,-5.3,-22.5,0.6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/1947,-0.6,0.3,-15,-1.7,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/1947,-0.6,3.9,-18.4,-3.1,0,3.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/1947,2.8,5.3,-11.7,-4.5,3,12.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/1947,-8.1,1.4,-6.7,-4.7,1.5,0.5,0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/1947,-10,3.1,-23.1,-0.8,0,3.8,0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/1947,-5,5.3,-25.3,-6.7,0,30.5,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/1947,4.2,7.3,-18.6,-13.6,0,4.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/1947,3.9,8.4,-6.1,-4.5,0,17.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/1947,3.9,7.8,-5.6,1.4,0.5,8.4,0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/1947,0.9,7.2,-1.2,1.4,1.3,5.3,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/1947,-6.1,4.2,-5,2.8,0.3,0,5.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/1947,-10.9,1.4,-15,3.1,0,0.8,2.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/1947,-22.3,-0.6,-25.9,-0.6,0.3,0,0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/1947,-27,-1.7,-20,-4.5,0,5.3,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/1947,-31.4,-2.3,-15.9,-3.4,1.3,0,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/1947,-33.9,-6.1,-13.9,-2.8,0,2,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1947,-32.3,0,-26.1,-10,0,29.5,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/1947,-30.9,1.9,-22.2,-8.9,3.6,0,7.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/1947,-18.3,0.6,-25.6,-4.7,0,0,4.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/1947,-2.8,3.4,-28.4,-9.5,0,2.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/1947,4.7,4.5,-27.2,-14.5,0.3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/1947,-10,1.4,-20,-11.7,0,0,2.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/1947,-18.9,4.7,-19.5,-9.7,0,0,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/1947,-18.3,2,-15.8,-13.1,0,0,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/1947,-14.5,2,-15,-9.2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/1947,-15,3.9,-16.7,-4.2,0,6.6,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1947,-7,8.1,-19.8,-6.1,0,21.1,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/1947,-2.8,10.6,-13.4,-8.3,0,24.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/1947,3.9,8.9,-10.6,-4.5,0,25.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/1947,3.6,8.1,-10.8,-0.3,0,5.8,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1947,3.3,4.2,-8.9,-0.8,0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/1947,0.3,5.8,-9.5,-5.3,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/1947,-5,2.5,-22.3,-9.7,2.3,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/1947,-12.5,3.1,-23.1,-4.5,4.1,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/1947,-13.4,4.8,-23.1,-9.2,1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/1947,-9.2,4.5,-21.7,-10.9,0,7.6,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/1947,-6.4,6.4,-20.6,-10.6,0,9.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/1947,-4.2,8.1,-21.1,-10,0,6.6,0.5,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/1947,-7,7.2,-16.2,-8.1,19.3,0,1.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/1947,-6.7,3.6,-10,-4.2,3,0,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/1947,-15.9,5,-10.6,-2,0.8,0,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/1947,-16.7,7.5,-14.7,-2.8,2.5,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/1947,-11.7,4.5,-13.1,-4.2,2,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/1947,-17.5,5.6,-18.1,-5.6,0,0,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1947,-13.9,4.8,-11.1,-3.7,3.8,0,1.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/1947,-16.7,3.9,-11.4,-1.7,7.6,7.1,0.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/1947,-20.3,5,-15.3,-3.6,1.5,5.8,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/1947,-24.5,5.3,-12.5,-2.5,0,0,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/1947,-25.8,3.9,-15,-1.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/1947,-20.6,3.3,-14.5,-0.6,0,3.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/1947,-23.9,4.5,-12.8,-4.5,0,3.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/1947,-19.4,7,-7,-5.6,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/1947,-16.2,5.6,-7.8,-3.9,0,15.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/1947,-16.4,7.8,-3.4,-3.6,0,7.1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/1947,-14.8,8.6,0,0,0,0.5,5.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/1947,-8.9,7,-5,-1.4,0,3.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/1947,-3.9,8.4,-13.4,-0.6,4.6,0,4.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/1947,3.6,6.4,-11.9,2,2.5,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/1947,4.7,7.5,-14.2,0,0,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/1947,3.9,9.2,-13.4,-4.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/1947,2.5,8.3,-12,-5.9,1,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/1947,4.7,7.5,-9.2,-5.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/1947,5.3,8.1,-10,-5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/1947,7.8,8.3,-6.4,-1.4,0,4.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/1947,8.9,9.2,-8.9,-3.1,2.3,19.3,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/1947,-0.3,7.2,1.4,-2.5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/1947,0,6.7,0.3,4.7,0.8,2.3,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/1947,-1.4,7.8,-5.3,6.4,5.1,0,1.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/1947,-1.1,5.9,-13.1,-1.9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/1947,0.3,5.3,-10,-7,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/1947,4.5,6.1,-5.6,-4.7,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/1947,2.2,10.3,-5.3,-2.2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
